ENTER_STDBY_DELAY!!
enter standby-mode! 
 
 
 *exit standby-mode! 
task_idle highWater:12
*enter task_motor!
*enter task_dyn_reg!
adc_temp:2058, vref:1255 mV
pwm output enable!
bat:4064mV, curr:370mA, ntc:8321R,  RMP:12000, duty:479, vbemf:597, bat_level:99, rpm_step:0, duty=479 
bat:3952mV, curr:1290mA, ntc:7582R,  RMP:11991, duty:836, vbemf:540, bat_level:98, rpm_step:0, duty=836 
bat:3952mV, curr:1330mA, ntc:7582R,  RMP:11991, duty:855, vbemf:500, bat_level:98, rpm_step:0, duty=855 
bat:3946mV, curr:1450mA, ntc:7566R,  RMP:11991, duty:887, vbemf:539, bat_level:98, rpm_step:0, duty=887 
bat:3942mV, curr:1510mA, ntc:7556R,  RMP:11991, duty:891, vbemf:562, bat_level:98, rpm_step:0, duty=891 
bat:3940mV, curr:1490mA, ntc:7551R,  RMP:11991, duty:891, vbemf:558, bat_level:98, rpm_step:0, duty=891 
bat:3942mV, curr:1470mA, ntc:7556R,  RMP:11991, duty:873, vbemf:562, bat_level:98, rpm_step:0, duty=873 
bat:3946mV, curr:1410mA, ntc:7546R,  RMP:11991, duty:867, vbemf:545, bat_level:98, rpm_step:0, duty=867 
bat:3944mV, curr:1410mA, ntc:7541R,  RMP:11991, duty:867, vbemf:531, bat_level:98, rpm_step:0, duty=867 
bat:3946mV, curr:1390mA, ntc:7546R,  RMP:11991, duty:851, vbemf:558, bat_level:98, rpm_step:0, duty=851 
bat:3948mV, curr:1330mA, ntc:7541R,  RMP:11991, duty:846, vbemf:540, bat_level:98, rpm_step:0, duty=846 
bat:3948mV, curr:1350mA, ntc:7541R,  RMP:11991, duty:849, vbemf:489, bat_level:98, rpm_step:0, duty=849 
bat:3948mV, curr:1350mA, ntc:7530R,  RMP:11991, duty:849, vbemf:552, bat_level:98, rpm_step:0, duty=849 
bat:3948mV, curr:1330mA, ntc:7520R,  RMP:11991, duty:843, vbemf:592, bat_level:98, rpm_step:0, duty=843 
bat:3950mV, curr:1290mA, ntc:7525R,  RMP:11991, duty:834, vbemf:543, bat_level:98, rpm_step:0, duty=834 
bat:3950mV, curr:1330mA, ntc:7525R,  RMP:11991, duty:850, vbemf:513, bat_level:98, rpm_step:0, duty=850 
bat:3946mV, curr:1390mA, ntc:7515R,  RMP:11991, duty:861, vbemf:515, bat_level:98, rpm_step:0, duty=861 
bat:3944mV, curr:1430mA, ntc:7510R,  RMP:11991, duty:873, vbemf:575, bat_level:98, rpm_step:0, duty=873 
bat:3942mV, curr:1450mA, ntc:7505R,  RMP:11991, duty:877, vbemf:476, bat_level:98, rpm_step:0, duty=877 
bat:3938mV, curr:1510mA, ntc:7495R,  RMP:11991, duty:902, vbemf:544, bat_level:98, rpm_step:0, duty=902 
bat:3936mV, curr:1550mA, ntc:7480R,  RMP:11991, duty:903, vbemf:481, bat_level:98, rpm_step:0, duty=903 
bat:3936mV, curr:1550mA, ntc:7480R,  RMP:11991, duty:896, vbemf:562, bat_level:98, rpm_step:0, duty=896 
bat:3936mV, curr:1510mA, ntc:7480R,  RMP:11991, duty:895, vbemf:533, bat_level:98, rpm_step:0, duty=895 
bat:3936mV, curr:1510mA, ntc:7480R,  RMP:11991, duty:895, vbemf:546, bat_level:98, rpm_step:0, duty=895 
bat:3936mV, curr:1510mA, ntc:7470R,  RMP:11991, duty:895, vbemf:583, bat_level:98, rpm_step:0, duty=895 
bat:3936mV, curr:1510mA, ntc:7459R,  RMP:11991, duty:895, vbemf:578, bat_level:98, rpm_step:0, duty=895 
bat:3936mV, curr:1490mA, ntc:7459R,  RMP:11991, duty:888, vbemf:552, bat_level:98, rpm_step:0, duty=888 
bat:3936mV, curr:1490mA, ntc:7449R,  RMP:11991, duty:894, vbemf:484, bat_level:98, rpm_step:0, duty=894 
bat:3934mV, curr:1530mA, ntc:7444R,  RMP:11991, duty:899, vbemf:556, bat_level:98, rpm_step:0, duty=899 
bat:3936mV, curr:1510mA, ntc:7449R,  RMP:11991, duty:893, vbemf:551, bat_level:98, rpm_step:0, duty=893 
bat:3934mV, curr:1510mA, ntc:7444R,  RMP:11991, duty:893, vbemf:554, bat_level:98, rpm_step:0, duty=893 
bat:3936mV, curr:1470mA, ntc:7439R,  RMP:11991, duty:884, vbemf:569, bat_level:98, rpm_step:0, duty=884 
bat:3938mV, curr:1410mA, ntc:7434R,  RMP:11991, duty:858, vbemf:584, bat_level:98, rpm_step:0, duty=858 
bat:3940mV, curr:1370mA, ntc:7429R,  RMP:11991, duty:858, vbemf:510, bat_level:98, rpm_step:0, duty=858 
bat:3940mV, curr:1390mA, ntc:7429R,  RMP:11991, duty:859, vbemf:459, bat_level:98, rpm_step:0, duty=859 
bat:3940mV, curr:1390mA, ntc:7429R,  RMP:11991, duty:859, vbemf:550, bat_level:98, rpm_step:0, duty=859 
bat:3940mV, curr:1370mA, ntc:7419R,  RMP:11991, duty:859, vbemf:552, bat_level:98, rpm_step:0, duty=859 
bat:3940mV, curr:1390mA, ntc:7419R,  RMP:11991, duty:865, vbemf:476, bat_level:98, rpm_step:0, duty=865 
bat:3938mV, curr:1410mA, ntc:7404R,  RMP:11991, duty:868, vbemf:497, bat_level:98, rpm_step:0, duty=868 
bat:3938mV, curr:1410mA, ntc:7404R,  RMP:11991, duty:868, vbemf:584, bat_level:98, rpm_step:0, duty=868 
bat:3938mV, curr:1390mA, ntc:7404R,  RMP:11991, duty:861, vbemf:569, bat_level:98, rpm_step:0, duty=861 
bat:3940mV, curr:1350mA, ntc:7399R,  RMP:11991, duty:856, vbemf:535, bat_level:98, rpm_step:0, duty=856 
bat:3940mV, curr:1370mA, ntc:7399R,  RMP:11991, duty:856, vbemf:536, bat_level:98, rpm_step:0, duty=856 
bat:3940mV, curr:1350mA, ntc:7389R,  RMP:11991, duty:856, vbemf:579, bat_level:98, rpm_step:0, duty=856 
bat:3940mV, curr:1350mA, ntc:7389R,  RMP:11991, duty:856, vbemf:551, bat_level:98, rpm_step:0, duty=856 
bat:3940mV, curr:1350mA, ntc:7389R,  RMP:11991, duty:856, vbemf:547, bat_level:98, rpm_step:0, duty=856 
bat:3940mV, curr:1350mA, ntc:7379R,  RMP:11991, duty:856, vbemf:546, bat_level:98, rpm_step:0, duty=856 
bat:3938mV, curr:1370mA, ntc:7374R,  RMP:11991, duty:856, vbemf:481, bat_level:98, rpm_step:0, duty=856 
bat:3938mV, curr:1370mA, ntc:7374R,  RMP:11991, duty:856, vbemf:548, bat_level:98, rpm_step:0, duty=856 
bat:3938mV, curr:1370mA, ntc:7364R,  RMP:11991, duty:861, vbemf:508, bat_level:98, rpm_step:0, duty=861 
bat:3936mV, curr:1410mA, ntc:7359R,  RMP:11991, duty:868, vbemf:583, bat_level:98, rpm_step:0, duty=868 
bat:3938mV, curr:1350mA, ntc:7355R,  RMP:11991, duty:847, vbemf:555, bat_level:98, rpm_step:0, duty=847 
bat:3938mV, curr:1370mA, ntc:7355R,  RMP:11991, duty:870, vbemf:494, bat_level:98, rpm_step:0, duty=870 
bat:3934mV, curr:1450mA, ntc:7345R,  RMP:11991, duty:880, vbemf:531, bat_level:98, rpm_step:0, duty=880 
bat:3934mV, curr:1470mA, ntc:7345R,  RMP:11991, duty:895, vbemf:520, bat_level:98, rpm_step:0, duty=895 
bat:3928mV, curr:1590mA, ntc:7330R,  RMP:11991, duty:922, vbemf:479, bat_level:98, rpm_step:0, duty=922 
bat:3924mV, curr:1670mA, ntc:7320R,  RMP:11991, duty:934, vbemf:553, bat_level:98, rpm_step:0, duty=934 
bat:3924mV, curr:1670mA, ntc:7310R,  RMP:11991, duty:934, vbemf:568, bat_level:98, rpm_step:0, duty=934 
bat:3924mV, curr:1670mA, ntc:7310R,  RMP:11991, duty:943, vbemf:544, bat_level:98, rpm_step:0, duty=943 
bat:3922mV, curr:1730mA, ntc:7305R,  RMP:11991, duty:949, vbemf:560, bat_level:98, rpm_step:0, duty=949 
bat:3922mV, curr:1710mA, ntc:7305R,  RMP:11991, duty:936, vbemf:562, bat_level:98, rpm_step:0, duty=936 
bat:3924mV, curr:1630mA, ntc:7300R,  RMP:11991, duty:928, vbemf:542, bat_level:98, rpm_step:0, duty=928 
bat:3924mV, curr:1650mA, ntc:7290R,  RMP:11991, duty:929, vbemf:517, bat_level:98, rpm_step:0, duty=929 
bat:3924mV, curr:1670mA, ntc:7290R,  RMP:11991, duty:935, vbemf:494, bat_level:98, rpm_step:0, duty=935 
bat:3922mV, curr:1670mA, ntc:7285R,  RMP:11991, duty:930, vbemf:539, bat_level:98, rpm_step:0, duty=930 
bat:3924mV, curr:1610mA, ntc:7280R,  RMP:11991, duty:919, vbemf:568, bat_level:98, rpm_step:0, duty=919 
bat:3924mV, curr:1610mA, ntc:7280R,  RMP:11991, duty:926, vbemf:521, bat_level:98, rpm_step:0, duty=926 
bat:3922mV, curr:1630mA, ntc:7266R,  RMP:11991, duty:926, vbemf:577, bat_level:98, rpm_step:0, duty=926 
bat:3924mV, curr:1630mA, ntc:7270R,  RMP:11991, duty:926, vbemf:536, bat_level:98, rpm_step:0, duty=926 
bat:3924mV, curr:1630mA, ntc:7261R,  RMP:11991, duty:926, vbemf:506, bat_level:98, rpm_step:0, duty=926 
bat:3922mV, curr:1630mA, ntc:7256R,  RMP:11991, duty:926, vbemf:513, bat_level:98, rpm_step:0, duty=926 
bat:3922mV, curr:1630mA, ntc:7256R,  RMP:11991, duty:926, vbemf:538, bat_level:98, rpm_step:0, duty=926 
bat:3922mV, curr:1630mA, ntc:7246R,  RMP:11991, duty:926, vbemf:561, bat_level:98, rpm_step:0, duty=926 
bat:3922mV, curr:1630mA, ntc:7246R,  RMP:11991, duty:926, vbemf:574, bat_level:98, rpm_step:0, duty=926 
bat:3922mV, curr:1630mA, ntc:7236R,  RMP:11991, duty:926, vbemf:548, bat_level:98, rpm_step:0, duty=926 
bat:3920mV, curr:1670mA, ntc:7231R,  RMP:11991, duty:946, vbemf:531, bat_level:98, rpm_step:0, duty=946 
bat:3918mV, curr:1730mA, ntc:7226R,  RMP:11991, duty:950, vbemf:548, bat_level:98, rpm_step:0, duty=951 
bat:3916mV, curr:1730mA, ntc:7221R,  RMP:11991, duty:950, vbemf:529, bat_level:98, rpm_step:0, duty=951 
bat:3916mV, curr:1730mA, ntc:7212R,  RMP:11991, duty:950, vbemf:600, bat_level:98, rpm_step:0, duty=951 
bat:3916mV, curr:1730mA, ntc:7212R,  RMP:11991, duty:950, vbemf:555, bat_level:98, rpm_step:0, duty=951 
bat:3918mV, curr:1690mA, ntc:7217R,  RMP:11991, duty:936, vbemf:568, bat_level:98, rpm_step:0, duty=936 
bat:3920mV, curr:1670mA, ntc:7212R,  RMP:11991, duty:934, vbemf:544, bat_level:98, rpm_step:0, duty=934 
bat:3918mV, curr:1670mA, ntc:7198R,  RMP:11991, duty:938, vbemf:500, bat_level:98, rpm_step:0, duty=938 
bat:3916mV, curr:1690mA, ntc:7193R,  RMP:11991, duty:941, vbemf:515, bat_level:98, rpm_step:0, duty=941 
bat:3918mV, curr:1690mA, ntc:7198R,  RMP:11991, duty:940, vbemf:566, bat_level:98, rpm_step:0, duty=940 
bat:3916mV, curr:1690mA, ntc:7193R,  RMP:11991, duty:949, vbemf:470, bat_level:98, rpm_step:0, duty=949 
bat:3914mV, curr:1730mA, ntc:7188R,  RMP:11991, duty:950, vbemf:572, bat_level:98, rpm_step:0, duty=951 
bat:3916mV, curr:1710mA, ntc:7183R,  RMP:11991, duty:948, vbemf:515, bat_level:98, rpm_step:0, duty=948 
bat:3914mV, curr:1730mA, ntc:7178R,  RMP:11991, duty:948, vbemf:509, bat_level:98, rpm_step:0, duty=948 
bat:3914mV, curr:1730mA, ntc:7178R,  RMP:11991, duty:949, vbemf:569, bat_level:98, rpm_step:0, duty=949 
bat:3916mV, curr:1690mA, ntc:7164R,  RMP:11991, duty:942, vbemf:568, bat_level:98, rpm_step:0, duty=942 
bat:3918mV, curr:1650mA, ntc:7169R,  RMP:11991, duty:925, vbemf:492, bat_level:98, rpm_step:0, duty=925 
bat:3920mV, curr:1610mA, ntc:7164R,  RMP:11991, duty:914, vbemf:552, bat_level:98, rpm_step:0, duty=914 
bat:3922mV, curr:1550mA, ntc:7169R,  RMP:11991, duty:897, vbemf:565, bat_level:98, rpm_step:0, duty=897 
bat:3924mV, curr:1510mA, ntc:7164R,  RMP:11991, duty:897, vbemf:540, bat_level:98, rpm_step:0, duty=897 
bat:3924mV, curr:1490mA, ntc:7155R,  RMP:11991, duty:883, vbemf:602, bat_level:98, rpm_step:0, duty=883 
bat:3926mV, curr:1430mA, ntc:7160R,  RMP:11991, duty:876, vbemf:536, bat_level:98, rpm_step:0, duty=876 
bat:3926mV, curr:1430mA, ntc:7160R,  RMP:11991, duty:878, vbemf:565, bat_level:98, rpm_step:0, duty=878 
bat:3926mV, curr:1430mA, ntc:7150R,  RMP:11991, duty:878, vbemf:569, bat_level:98, rpm_step:0, duty=878 
bat:3928mV, curr:1410mA, ntc:7155R,  RMP:11991, duty:874, vbemf:554, bat_level:98, rpm_step:0, duty=874 
bat:3928mV, curr:1410mA, ntc:7146R,  RMP:11991, duty:873, vbemf:536, bat_level:98, rpm_step:0, duty=873 
bat:3928mV, curr:1390mA, ntc:7136R,  RMP:11991, duty:864, vbemf:588, bat_level:98, rpm_step:0, duty=864 
bat:3930mV, curr:1350mA, ntc:7141R,  RMP:11991, duty:858, vbemf:546, bat_level:98, rpm_step:0, duty=858 
bat:3930mV, curr:1350mA, ntc:7132R,  RMP:11991, duty:851, vbemf:518, bat_level:98, rpm_step:0, duty=851 
bat:3930mV, curr:1390mA, ntc:7132R,  RMP:11991, duty:879, vbemf:510, bat_level:98, rpm_step:0, duty=879 
bat:3924mV, curr:1530mA, ntc:7117R,  RMP:11991, duty:911, vbemf:484, bat_level:98, rpm_step:0, duty=911 
bat:3922mV, curr:1590mA, ntc:7112R,  RMP:11991, duty:917, vbemf:574, bat_level:98, rpm_step:0, duty=917 
bat:3920mV, curr:1610mA, ntc:7107R,  RMP:11991, duty:931, vbemf:485, bat_level:98, rpm_step:0, duty=931 
bat:3916mV, curr:1670mA, ntc:7097R,  RMP:11991, duty:940, vbemf:542, bat_level:98, rpm_step:0, duty=940 
bat:3916mV, curr:1670mA, ntc:7088R,  RMP:11991, duty:935, vbemf:559, bat_level:98, rpm_step:0, duty=935 
bat:3916mV, curr:1670mA, ntc:7088R,  RMP:11991, duty:945, vbemf:483, bat_level:98, rpm_step:0, duty=945 
bat:3912mV, curr:1730mA, ntc:7078R,  RMP:11991, duty:949, vbemf:492, bat_level:98, rpm_step:0, duty=949 
bat:3914mV, curr:1690mA, ntc:7074R,  RMP:11991, duty:932, vbemf:577, bat_level:98, rpm_step:0, duty=932 
bat:3918mV, curr:1610mA, ntc:7083R,  RMP:11991, duty:915, vbemf:580, bat_level:98, rpm_step:0, duty=915 
bat:3920mV, curr:1570mA, ntc:7079R,  RMP:11991, duty:915, vbemf:483, bat_level:98, rpm_step:0, duty=915 
bat:3918mV, curr:1590mA, ntc:7065R,  RMP:11991, duty:915, vbemf:580, bat_level:98, rpm_step:0, duty=915 
bat:3922mV, curr:1490mA, ntc:7074R,  RMP:11991, duty:883, vbemf:596, bat_level:98, rpm_step:0, duty=883 
bat:3924mV, curr:1430mA, ntc:7070R,  RMP:11991, duty:879, vbemf:548, bat_level:98, rpm_step:0, duty=879 
bat:3924mV, curr:1450mA, ntc:7070R,  RMP:11991, duty:881, vbemf:553, bat_level:98, rpm_step:0, duty=881 
bat:3926mV, curr:1390mA, ntc:7065R,  RMP:11991, duty:864, vbemf:505, bat_level:98, rpm_step:0, duty=864 
bat:3924mV, curr:1430mA, ntc:7051R,  RMP:11991, duty:882, vbemf:522, bat_level:98, rpm_step:0, duty=882 
bat:3924mV, curr:1470mA, ntc:7051R,  RMP:11991, duty:887, vbemf:537, bat_level:98, rpm_step:0, duty=887 
bat:3924mV, curr:1470mA, ntc:7051R,  RMP:11991, duty:888, vbemf:540, bat_level:98, rpm_step:0, duty=888 
bat:3922mV, curr:1470mA, ntc:7046R,  RMP:11991, duty:888, vbemf:522, bat_level:98, rpm_step:0, duty=888 
bat:3924mV, curr:1470mA, ntc:7042R,  RMP:11991, duty:889, vbemf:518, bat_level:98, rpm_step:0, duty=889 
bat:3922mV, curr:1470mA, ntc:7028R,  RMP:11991, duty:889, vbemf:528, bat_level:98, rpm_step:0, duty=889 
bat:3922mV, curr:1470mA, ntc:7028R,  RMP:11991, duty:889, vbemf:538, bat_level:98, rpm_step:0, duty=889 
bat:3922mV, curr:1470mA, ntc:7028R,  RMP:11991, duty:891, vbemf:559, bat_level:98, rpm_step:0, duty=891 
bat:3922mV, curr:1450mA, ntc:7019R,  RMP:11991, duty:884, vbemf:581, bat_level:98, rpm_step:0, duty=884 
bat:3924mV, curr:1410mA, ntc:7023R,  RMP:11991, duty:866, vbemf:583, bat_level:98, rpm_step:0, duty=866 
bat:3926mV, curr:1370mA, ntc:7019R,  RMP:11991, duty:864, vbemf:535, bat_level:98, rpm_step:0, duty=864 
bat:3926mV, curr:1370mA, ntc:7010R,  RMP:11991, duty:862, vbemf:566, bat_level:98, rpm_step:0, duty=862 
bat:3926mV, curr:1370mA, ntc:7010R,  RMP:11991, duty:862, vbemf:508, bat_level:98, rpm_step:0, duty=862 
bat:3924mV, curr:1410mA, ntc:7005R,  RMP:11991, duty:873, vbemf:501, bat_level:98, rpm_step:0, duty=873 
bat:3924mV, curr:1450mA, ntc:7005R,  RMP:11991, duty:892, vbemf:499, bat_level:98, rpm_step:0, duty=892 
bat:3922mV, curr:1490mA, ntc:6991R,  RMP:11991, duty:894, vbemf:542, bat_level:98, rpm_step:0, duty=894 
bat:3922mV, curr:1490mA, ntc:6991R,  RMP:11991, duty:894, vbemf:526, bat_level:98, rpm_step:0, duty=894 
bat:3922mV, curr:1490mA, ntc:6991R,  RMP:11991, duty:897, vbemf:549, bat_level:98, rpm_step:0, duty=897 
bat:3922mV, curr:1490mA, ntc:6982R,  RMP:11991, duty:896, vbemf:560, bat_level:98, rpm_step:0, duty=896 
bat:3922mV, curr:1450mA, ntc:6972R,  RMP:11991, duty:882, vbemf:557, bat_level:98, rpm_step:0, duty=882 
bat:3922mV, curr:1450mA, ntc:6972R,  RMP:11991, duty:882, vbemf:551, bat_level:98, rpm_step:0, duty=882 
bat:3922mV, curr:1430mA, ntc:6963R,  RMP:11991, duty:879, vbemf:495, bat_level:98, rpm_step:0, duty=879 
bat:3922mV, curr:1470mA, ntc:6963R,  RMP:11991, duty:889, vbemf:500, bat_level:98, rpm_step:0, duty=889 
bat:3922mV, curr:1430mA, ntc:6963R,  RMP:11991, duty:870, vbemf:581, bat_level:98, rpm_step:0, duty=870 
bat:3926mV, curr:1350mA, ntc:6955R,  RMP:11991, duty:858, vbemf:538, bat_level:98, rpm_step:0, duty=858 
bat:3926mV, curr:1350mA, ntc:6955R,  RMP:11991, duty:849, vbemf:581, bat_level:98, rpm_step:0, duty=849 
bat:3930mV, curr:1250mA, ntc:6955R,  RMP:11991, duty:828, vbemf:575, bat_level:98, rpm_step:0, duty=828 
bat:3932mV, curr:1230mA, ntc:6960R,  RMP:11991, duty:828, vbemf:569, bat_level:98, rpm_step:0, duty=828 
bat:3932mV, curr:1230mA, ntc:6951R,  RMP:11991, duty:822, vbemf:562, bat_level:98, rpm_step:0, duty=822 
bat:3932mV, curr:1230mA, ntc:6942R,  RMP:11991, duty:822, vbemf:568, bat_level:98, rpm_step:0, duty=822 
bat:3932mV, curr:1230mA, ntc:6942R,  RMP:11991, duty:833, vbemf:513, bat_level:98, rpm_step:0, duty=833 
bat:3930mV, curr:1290mA, ntc:6937R,  RMP:11991, duty:847, vbemf:494, bat_level:98, rpm_step:0, duty=847 
bat:3926mV, curr:1390mA, ntc:6927R,  RMP:11991, duty:872, vbemf:528, bat_level:98, rpm_step:0, duty=872 
bat:3924mV, curr:1410mA, ntc:6923R,  RMP:11991, duty:872, vbemf:493, bat_level:98, rpm_step:0, duty=872 
bat:3924mV, curr:1410mA, ntc:6914R,  RMP:11991, duty:873, vbemf:508, bat_level:98, rpm_step:0, duty=873 
bat:3924mV, curr:1410mA, ntc:6914R,  RMP:11991, duty:873, vbemf:536, bat_level:98, rpm_step:0, duty=873 
bat:3924mV, curr:1410mA, ntc:6904R,  RMP:11991, duty:873, vbemf:523, bat_level:98, rpm_step:0, duty=873 
bat:3924mV, curr:1390mA, ntc:6904R,  RMP:11991, duty:858, vbemf:571, bat_level:98, rpm_step:0, duty=858 
bat:3928mV, curr:1350mA, ntc:6905R,  RMP:11991, duty:856, vbemf:531, bat_level:98, rpm_step:0, duty=856 
bat:3926mV, curr:1350mA, ntc:6900R,  RMP:11991, duty:860, vbemf:495, bat_level:98, rpm_step:0, duty=860 
bat:3924mV, curr:1430mA, ntc:6895R,  RMP:11991, duty:889, vbemf:504, bat_level:98, rpm_step:0, duty=889 
bat:3922mV, curr:1470mA, ntc:6891R,  RMP:11991, duty:890, vbemf:482, bat_level:98, rpm_step:0, duty=890 
bat:3918mV, curr:1550mA, ntc:6881R,  RMP:11991, duty:918, vbemf:499, bat_level:98, rpm_step:0, duty=918 
bat:3914mV, curr:1630mA, ntc:6872R,  RMP:11991, duty:931, vbemf:591, bat_level:98, rpm_step:0, duty=931 
bat:3912mV, curr:1670mA, ntc:6867R,  RMP:11991, duty:943, vbemf:504, bat_level:98, rpm_step:0, duty=943 
bat:3912mV, curr:1690mA, ntc:6867R,  RMP:11991, duty:943, vbemf:568, bat_level:97, rpm_step:0, duty=943 
bat:3910mV, curr:1690mA, ntc:6862R,  RMP:11991, duty:949, vbemf:479, bat_level:97, rpm_step:0, duty=949 
bat:3908mV, curr:1730mA, ntc:6848R,  RMP:11991, duty:950, vbemf:508, bat_level:97, rpm_step:0, duty=951 
bat:3908mV, curr:1710mA, ntc:6848R,  RMP:11991, duty:950, vbemf:514, bat_level:97, rpm_step:0, duty=951 
bat:3908mV, curr:1730mA, ntc:6848R,  RMP:11991, duty:950, vbemf:500, bat_level:97, rpm_step:0, duty=951 
bat:3910mV, curr:1690mA, ntc:6844R,  RMP:11991, duty:938, vbemf:551, bat_level:97, rpm_step:0, duty=938 
bat:3910mV, curr:1670mA, ntc:6844R,  RMP:11991, duty:938, vbemf:475, bat_level:97, rpm_step:0, duty=938 
bat:3908mV, curr:1690mA, ntc:6839R,  RMP:11991, duty:941, vbemf:571, bat_level:97, rpm_step:0, duty=941 
bat:3908mV, curr:1690mA, ntc:6830R,  RMP:11991, duty:948, vbemf:482, bat_level:97, rpm_step:0, duty=948 
bat:3906mV, curr:1730mA, ntc:6826R,  RMP:11991, duty:950, vbemf:471, bat_level:97, rpm_step:0, duty=951 
bat:3908mV, curr:1710mA, ntc:6830R,  RMP:11991, duty:950, vbemf:483, bat_level:97, rpm_step:0, duty=951 
bat:3906mV, curr:1730mA, ntc:6826R,  RMP:11991, duty:950, vbemf:493, bat_level:97, rpm_step:0, duty=951 
bat:3908mV, curr:1730mA, ntc:6821R,  RMP:11991, duty:950, vbemf:497, bat_level:97, rpm_step:0, duty=951 
bat:3906mV, curr:1730mA, ntc:6808R,  RMP:11991, duty:950, vbemf:525, bat_level:97, rpm_step:0, duty=951 
bat:3906mV, curr:1730mA, ntc:6808R,  RMP:11991, duty:950, vbemf:513, bat_level:97, rpm_step:0, duty=951 
bat:3906mV, curr:1730mA, ntc:6808R,  RMP:11991, duty:950, vbemf:500, bat_level:97, rpm_step:0, duty=951 
bat:3906mV, curr:1690mA, ntc:6799R,  RMP:11991, duty:943, vbemf:580, bat_level:97, rpm_step:0, duty=943 
bat:3910mV, curr:1610mA, ntc:6808R,  RMP:11991, duty:921, vbemf:558, bat_level:97, rpm_step:0, duty=921 
bat:3912mV, curr:1570mA, ntc:6804R,  RMP:11991, duty:916, vbemf:554, bat_level:97, rpm_step:0, duty=916 
bat:3912mV, curr:1570mA, ntc:6795R,  RMP:11991, duty:916, vbemf:533, bat_level:97, rpm_step:0, duty=916 
bat:3912mV, curr:1570mA, ntc:6795R,  RMP:11991, duty:916, vbemf:561, bat_level:97, rpm_step:0, duty=916 
bat:3912mV, curr:1570mA, ntc:6795R,  RMP:11991, duty:916, vbemf:553, bat_level:97, rpm_step:0, duty=916 
bat:3912mV, curr:1570mA, ntc:6787R,  RMP:11991, duty:924, vbemf:508, bat_level:97, rpm_step:0, duty=924 
bat:3910mV, curr:1610mA, ntc:6782R,  RMP:11991, duty:925, vbemf:579, bat_level:97, rpm_step:0, duty=925 
bat:3912mV, curr:1610mA, ntc:6778R,  RMP:11991, duty:924, vbemf:538, bat_level:97, rpm_step:0, duty=924 
bat:3912mV, curr:1610mA, ntc:6778R,  RMP:11991, duty:925, vbemf:517, bat_level:97, rpm_step:0, duty=925 
bat:3912mV, curr:1590mA, ntc:6778R,  RMP:11991, duty:917, vbemf:536, bat_level:97, rpm_step:0, duty=917 
bat:3912mV, curr:1590mA, ntc:6769R,  RMP:11991, duty:917, vbemf:538, bat_level:97, rpm_step:0, duty=917 
bat:3912mV, curr:1550mA, ntc:6769R,  RMP:11991, duty:903, vbemf:598, bat_level:97, rpm_step:0, duty=903 
bat:3916mV, curr:1470mA, ntc:6770R,  RMP:11991, duty:888, vbemf:509, bat_level:97, rpm_step:0, duty=888 
bat:3916mV, curr:1470mA, ntc:6770R,  RMP:11991, duty:889, vbemf:508, bat_level:97, rpm_step:0, duty=889 
bat:3918mV, curr:1450mA, ntc:6765R,  RMP:11991, duty:887, vbemf:540, bat_level:97, rpm_step:0, duty=887 
bat:3918mV, curr:1450mA, ntc:6765R,  RMP:11991, duty:887, vbemf:546, bat_level:97, rpm_step:0, duty=887 
bat:3918mV, curr:1430mA, ntc:6757R,  RMP:11991, duty:874, vbemf:578, bat_level:97, rpm_step:0, duty=874 
bat:3920mV, curr:1410mA, ntc:6761R,  RMP:11991, duty:874, vbemf:565, bat_level:97, rpm_step:0, duty=874 
bat:3922mV, curr:1350mA, ntc:6757R,  RMP:11991, duty:859, vbemf:549, bat_level:97, rpm_step:0, duty=859 
bat:3922mV, curr:1350mA, ntc:6749R,  RMP:11991, duty:859, vbemf:541, bat_level:97, rpm_step:0, duty=859 
bat:3922mV, curr:1370mA, ntc:6749R,  RMP:11991, duty:873, vbemf:498, bat_level:97, rpm_step:0, duty=873 
bat:3916mV, curr:1470mA, ntc:6735R,  RMP:11991, duty:898, vbemf:535, bat_level:97, rpm_step:0, duty=898 
bat:3916mV, curr:1530mA, ntc:6735R,  RMP:11991, duty:914, vbemf:503, bat_level:97, rpm_step:0, duty=914 
bat:3912mV, curr:1610mA, ntc:6725R,  RMP:11991, duty:924, vbemf:543, bat_level:97, rpm_step:0, duty=924 
bat:3912mV, curr:1610mA, ntc:6716R,  RMP:11991, duty:925, vbemf:511, bat_level:97, rpm_step:0, duty=925 
bat:3910mV, curr:1610mA, ntc:6712R,  RMP:11991, duty:924, vbemf:593, bat_level:97, rpm_step:0, duty=924 
bat:3912mV, curr:1610mA, ntc:6716R,  RMP:11991, duty:931, vbemf:492, bat_level:97, rpm_step:0, duty=931 
bat:3908mV, curr:1650mA, ntc:6707R,  RMP:11991, duty:933, vbemf:595, bat_level:97, rpm_step:0, duty=933 
bat:3910mV, curr:1610mA, ntc:6703R,  RMP:11991, duty:924, vbemf:505, bat_level:97, rpm_step:0, duty=924 
bat:3910mV, curr:1630mA, ntc:6694R,  RMP:11991, duty:932, vbemf:568, bat_level:97, rpm_step:0, duty=932 
bat:3912mV, curr:1570mA, ntc:6699R,  RMP:11991, duty:916, vbemf:528, bat_level:97, rpm_step:0, duty=916 
